root,adaptation,budget_queries,method,selected_idx,hf_queries,hf_episode_cost,hf_native_environment_steps,hf_native_agent_steps,hf_native_episode_compute_seconds,selected_audit_gain,empirical_oracle_regret,queries,selected_distribution,allocation_mc_se_gain
306,4,2,uniform_v2_expected_100,,2,40,12000.0,77633.64,131.67065465893072,7.090547324615655,1.7763568394002505e-15,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.7853057969915868e-16
306,4,4,pivot_kg,6,4,72,21600.0,141329.0,239.83381081814878,7.090547324615657,0.0,"[5, 4, 6, 1]",,
306,4,4,uniform_v2,6,4,72,21600.0,138896.0,236.44270355894696,7.090547324615657,0.0,"[5, 1, 2, 3]",,
306,4,4,ivr_v2,6,4,72,21600.0,141329.0,239.83381081814878,7.090547324615657,0.0,"[5, 4, 1, 6]",,
306,4,4,lucb_v2,6,4,72,21600.0,141329.0,239.83381081814878,7.090547324615657,0.0,"[5, 6, 4, 1]",,
306,4,4,no_hf_v2,6,0,0,0.0,0.0,0.0,7.090547324615657,0.0,[],,
306,4,4,proxy_only,5,0,0,0.0,0.0,0.0,6.9822218928735005,0.10832543174215647,[],,
306,4,4,global_voi_heuristic,6,4,72,21600.0,139423.0,236.9690539870062,7.090547324615657,0.0,"[2, 1, 3, 4]",,
306,4,4,uniform_v2_expected_100,,4,72,21600.0,140452.39,238.45844142487798,7.090547324615655,1.7763568394002505e-15,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",1.7853057969915868e-16
306,4,1,author_PIVOT_VOI_E5C,6,1,24,7200.0,48403.0,81.32555820216658,7.090547324615657,0.0,[4],,
306,4,1,author_GlobalVOI_E5C,6,1,24,7200.0,45276.0,76.6412014879752,7.090547324615657,0.0,[3],,
306,4,1,author_Uniform_E5C,5,1,24,7200.0,48403.0,81.32555820216658,6.9822218928735005,0.10832543174215647,[4],,
306,4,1,author_LUCB_E5C,5,1,24,7200.0,45884.0,77.67495894001331,6.9822218928735005,0.10832543174215647,[6],,
306,4,2,author_PIVOT_VOI_E5C,6,2,40,12000.0,78590.0,132.72163811605424,7.090547324615657,0.0,"[4, 3]",,
306,4,2,author_GlobalVOI_E5C,6,2,40,12000.0,76765.0,130.36428830889054,7.090547324615657,0.0,"[3, 2]",,
306,4,2,author_Uniform_E5C,5,2,40,12000.0,77747.0,131.8498872522032,6.9822218928735005,0.10832543174215647,"[4, 1]",,
306,4,2,author_LUCB_E5C,5,2,40,12000.0,78671.0,133.22904514003312,6.9822218928735005,0.10832543174215647,"[6, 5]",,
306,4,4,author_PIVOT_VOI_E5C,5,4,72,21600.0,142172.0,240.70556168199982,6.9822218928735005,0.10832543174215647,"[4, 3, 5, 6]",,
306,4,4,author_GlobalVOI_E5C,6,4,72,21600.0,139423.0,236.9690539870062,7.090547324615657,0.0,"[3, 2, 1, 4]",,
306,4,4,author_Uniform_E5C,5,4,72,21600.0,141329.0,239.83381081814878,6.9822218928735005,0.10832543174215647,"[4, 1, 6, 5]",,
306,4,4,author_LUCB_E5C,5,4,72,21600.0,140347.0,238.34821187483612,6.9822218928735005,0.10832543174215647,"[6, 5, 3, 2]",,
306,12,1,pivot_kg,6,1,56,16792.0,98855.0,168.32465939212125,1.1475346980046792,29.394115475904492,[5],,
306,12,1,uniform_v2,6,1,56,16792.0,98855.0,168.32465939212125,1.1475346980046792,29.394115475904492,[5],,
306,12,1,ivr_v2,6,1,56,16792.0,98855.0,168.32465939212125,1.1475346980046792,29.394115475904492,[5],,
306,12,1,lucb_v2,6,1,56,16792.0,98855.0,168.32465939212125,1.1475346980046792,29.394115475904492,[5],,
306,12,1,no_hf_v2,6,0,0,0.0,0.0,0.0,1.1475346980046792,29.394115475904492,[],,
306,12,1,proxy_only,5,0,0,0.0,0.0,0.0,-33.31167204407568,63.853322217984854,[],,
306,12,1,global_voi_heuristic,6,1,56,16778.0,97887.0,166.63871432002634,1.1475346980046792,29.394115475904492,[3],,
306,12,1,uniform_v2_expected_100,,1,56,16793.49,98781.98,167.90436981354026,1.1475346980046794,29.394115475904492,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",2.2316322462394835e-17
306,12,2,pivot_kg,6,2,88,26392.0,155500.0,265.1180045400979,1.1475346980046792,29.394115475904492,"[5, 6]",,
306,12,2,uniform_v2,6,2,88,26392.0,155499.0,265.0596377493348,1.1475346980046792,29.394115475904492,"[5, 1]",,
306,12,2,ivr_v2,6,2,88,26392.0,158327.0,268.91438812215347,1.1475346980046792,29.394115475904492,"[5, 4]",,
306,12,2,lucb_v2,6,2,88,26392.0,158327.0,268.91438812215347,1.1475346980046792,29.394115475904492,"[5, 4]",,
306,12,2,no_hf_v2,6,0,0,0.0,0.0,0.0,1.1475346980046792,29.394115475904492,[],,
306,12,2,proxy_only,5,0,0,0.0,0.0,0.0,-33.31167204407568,63.853322217984854,[],,
306,12,2,global_voi_heuristic,6,2,88,26378.0,154531.0,263.3736926772399,1.1475346980046792,29.394115475904492,"[3, 1]",,
306,12,2,uniform_v2_expected_100,,2,88,26387.14,155908.22,265.359155447043,1.1475346980046794,29.394115475904492,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",2.2316322462394835e-17
306,12,4,pivot_kg,6,4,152,45592.0,271616.0,462.44271162734367,1.1475346980046792,29.394115475904492,"[5, 6, 4, 1]",,
306,12,4,uniform_v2,6,4,152,45561.0,267533.0,456.81523136410397,1.1475346980046792,29.394115475904492,"[5, 1, 2, 3]",,
306,12,4,ivr_v2,6,4,152,45592.0,271616.0,462.44271162734367,1.1475346980046792,29.394115475904492,"[5, 4, 6, 1]",,
306,12,4,lucb_v2,6,4,152,45592.0,271616.0,462.44271162734367,1.1475346980046792,29.394115475904492,"[5, 4, 6, 1]",,
306,12,4,no_hf_v2,6,0,0,0.0,0.0,0.0,1.1475346980046792,29.394115475904492,[],,
306,12,4,proxy_only,5,0,0,0.0,0.0,0.0,-33.31167204407568,63.853322217984854,[],,
306,12,4,global_voi_heuristic,6,4,152,45569.0,270091.0,459.888119825162,1.1475346980046792,29.394115475904492,"[3, 1, 2, 4]",,
306,12,4,uniform_v2_expected_100,,4,152,45573.88,269967.24,460.01948001228857,1.1475346980046794,29.394115475904492,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",2.2316322462394835e-17
306,12,1,author_PIVOT_VOI_E5C,6,1,56,16778.0,97887.0,166.63871432002634,1.1475346980046792,29.394115475904492,[3],,
306,12,1,author_GlobalVOI_E5C,6,1,56,16778.0,97887.0,166.63871432002634,1.1475346980046792,29.394115475904492,[3],,
306,12,1,author_Uniform_E5C,5,1,56,16800.0,101413.0,171.39754785317928,-33.31167204407568,63.853322217984854,[4],,
306,12,1,author_LUCB_E5C,5,1,56,16800.0,98586.0,167.6011642711237,-33.31167204407568,63.853322217984854,[6],,
306,12,2,author_PIVOT_VOI_E5C,6,2,88,26378.0,157359.0,267.22844305005856,1.1475346980046792,29.394115475904492,"[3, 4]",,
306,12,2,author_GlobalVOI_E5C,6,2,88,26369.0,153975.0,262.5634127379162,1.1475346980046792,29.394115475904492,"[3, 2]",,
306,12,2,author_Uniform_E5C,5,2,88,26400.0,158057.0,268.1325262103928,-33.31167204407568,63.853322217984854,"[4, 1]",,
306,12,2,author_LUCB_E5C,3,2,88,26392.0,155500.0,265.1180045400979,30.541650173909172,0.0,"[6, 5]",,
306,12,4,author_PIVOT_VOI_E5C,6,4,152,45561.0,270361.0,460.66998173692264,1.1475346980046792,29.394115475904492,"[3, 4, 5, 2]",,
306,12,4,author_GlobalVOI_E5C,6,4,152,45569.0,270091.0,459.888119825162,1.1475346980046792,29.394115475904492,"[3, 2, 1, 4]",,
306,12,4,author_Uniform_E5C,6,4,152,45592.0,271616.0,462.44271162734367,1.1475346980046792,29.394115475904492,"[4, 1, 6, 5]",,
306,12,4,author_LUCB_E5C,3,4,152,45561.0,267534.0,456.87359815486707,30.541650173909172,0.0,"[6, 5, 3, 2]",,
307,4,1,pivot_kg,3,1,24,7200.0,51980.0,87.7322822730057,11.306691174523072,0.0,[4],,
307,4,1,uniform_v2,4,1,24,7200.0,48670.0,82.23795819096267,-26.841490015392615,38.14818118991569,[6],,
307,4,1,ivr_v2,4,1,24,7200.0,50448.0,84.7628709350829,-26.841490015392615,38.14818118991569,[5],,
307,4,1,lucb_v2,4,1,24,7200.0,50448.0,84.7628709350829,-26.841490015392615,38.14818118991569,[5],,
307,4,1,no_hf_v2,4,0,0,0.0,0.0,0.0,-26.841490015392615,38.14818118991569,[],,
307,4,1,proxy_only,3,0,0,0.0,0.0,0.0,11.306691174523072,0.0,[],,
307,4,1,global_voi_heuristic,3,1,24,7200.0,51980.0,87.7322822730057,11.306691174523072,0.0,[4],,
307,4,1,uniform_v2_expected_100,,1,24,7200.0,50826.78,85.37981098197342,-18.067408341712007,29.374099516235077,,"[4, 4, 4, 4, 4, 3, 3, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4]",1.6134871835178763
307,4,2,pivot_kg,5,2,40,12000.0,85410.0,144.15302506904118,-14.704499595614461,26.01119077013753,"[4, 5]",,
307,4,2,uniform_v2,3,2,40,12000.0,83632.0,141.62811232492095,11.306691174523072,0.0,"[6, 4]",,
307,4,2,ivr_v2,5,2,40,12000.0,85410.0,144.15302506904118,-14.704499595614461,26.01119077013753,"[5, 4]",,
307,4,2,lucb_v2,5,2,40,12000.0,85410.0,144.15302506904118,-14.704499595614461,26.01119077013753,"[5, 4]",,
307,4,2,no_hf_v2,4,0,0,0.0,0.0,0.0,-26.841490015392615,38.14818118991569,[],,
307,4,2,proxy_only,3,0,0,0.0,0.0,0.0,11.306691174523072,0.0,[],,
307,4,2,global_voi_heuristic,3,2,40,12000.0,85573.0,144.35901616106275,11.306691174523072,0.0,"[4, 2]",,
307,4,2,uniform_v2_expected_100,,2,40,12000.0,84462.92,142.103654101867,-16.21211558013366,27.51880675465673,,"[4, 4, 4, 4, 4, 3, 5, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 5, 3, 5, 3, 4, 4, 4, 5, 3, 3, 4, 5, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 5, 3, 4, 4, 4, 4, 3, 3, 4, 5, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 5, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 5]",1.6332867013139254
307,4,4,pivot_kg,5,4,72,21600.0,151761.0,256.0968661357765,-14.704499595614461,26.01119077013753,"[4, 5, 1, 6]",,
307,4,4,uniform_v2,5,4,72,21600.0,150655.0,254.6755890090135,-14.704499595614461,26.01119077013753,"[6, 4, 2, 5]",,
307,4,4,ivr_v2,5,4,72,21600.0,151761.0,256.0968661357765,-14.704499595614461,26.01119077013753,"[5, 4, 1, 6]",,
307,4,4,lucb_v2,3,4,72,21600.0,154141.0,259.1226262518903,11.306691174523072,0.0,"[5, 4, 1, 3]",,
307,4,4,no_hf_v2,4,0,0,0.0,0.0,0.0,-26.841490015392615,38.14818118991569,[],,
307,4,4,proxy_only,3,0,0,0.0,0.0,0.0,11.306691174523072,0.0,[],,
307,4,4,global_voi_heuristic,3,4,72,21600.0,154304.0,259.3286173439119,11.306691174523072,0.0,"[4, 2, 3, 1]",,
307,4,4,uniform_v2_expected_100,,4,72,21600.0,151703.61,255.56554156108584,-9.189563654082335,20.49625482860541,,"[5, 4, 4, 5, 5, 5, 5, 4, 3, 5, 3, 4, 3, 5, 5, 3, 5, 3, 5, 4, 5, 3, 3, 5, 5, 4, 4, 4, 5, 3, 3, 4, 3, 3, 5, 3, 3, 3, 4, 4, 4, 3, 4, 5, 3, 5, 3, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 5, 4, 3, 3, 5, 4, 4, 3, 5, 3, 4, 4, 4, 3, 5, 4, 4, 3, 4, 4, 5, 3, 3, 4, 4, 3, 4, 5, 4, 4, 3, 5, 3, 4, 4, 5, 4, 3, 4, 3, 3, 5]",1.6808998668922073
307,4,1,author_PIVOT_VOI_E5C,3,1,24,7200.0,51717.0,86.3901391538675,11.306691174523072,0.0,[1],,
307,4,1,author_GlobalVOI_E5C,3,1,24,7200.0,51980.0,87.7322822730057,11.306691174523072,0.0,[4],,
307,4,1,author_Uniform_E5C,3,1,24,7200.0,51717.0,86.3901391538675,11.306691174523072,0.0,[1],,
307,4,1,author_LUCB_E5C,3,1,24,7200.0,51050.0,85.26371830707649,11.306691174523072,0.0,[3],,
307,4,2,author_PIVOT_VOI_E5C,3,2,40,12000.0,85749.0,143.31172932189656,11.306691174523072,0.0,"[1, 3]",,
307,4,2,author_GlobalVOI_E5C,3,2,40,12000.0,86012.0,144.65387244103476,11.306691174523072,0.0,"[4, 3]",,
307,4,2,author_Uniform_E5C,3,2,40,12000.0,86679.0,145.78029328782577,11.306691174523072,0.0,"[1, 4]",,
307,4,2,author_LUCB_E5C,3,2,40,12000.0,86012.0,144.65387244103476,11.306691174523072,0.0,"[3, 4]",,
307,4,4,author_PIVOT_VOI_E5C,5,4,72,21600.0,150831.0,253.6283021698473,-14.704499595614461,26.01119077013753,"[1, 3, 6, 5]",,
307,4,4,author_GlobalVOI_E5C,3,4,72,21600.0,154304.0,259.3286173439119,11.306691174523072,0.0,"[4, 3, 2, 1]",,
307,4,4,author_Uniform_E5C,3,4,72,21600.0,154304.0,259.3286173439119,11.306691174523072,0.0,"[1, 4, 3, 2]",,
307,4,4,author_LUCB_E5C,3,4,72,21600.0,151257.0,255.17643638100708,11.306691174523072,0.0,"[3, 4, 2, 6]",,
307,12,1,pivot_kg,3,1,56,16800.0,112964.0,191.67253449797863,14.827685391051972,1.9612752894201506,[4],,
307,12,1,uniform_v2,4,1,56,16800.0,112496.0,190.39144121628487,0.3442695225499124,16.44469115792221,[6],,
307,12,1,ivr_v2,4,1,56,16800.0,112652.0,190.62078896921594,0.3442695225499124,16.44469115792221,[5],,
307,12,1,lucb_v2,3,1,56,16800.0,112964.0,191.67253449797863,14.827685391051972,1.9612752894201506,[4],,
307,12,1,no_hf_v2,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,1,proxy_only,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,1,global_voi_heuristic,3,1,56,16800.0,112964.0,191.67253449797863,14.827685391051972,1.9612752894201506,[4],,
307,12,1,uniform_v2_expected_100,,1,56,16800.0,113331.2,191.85266323290708,10.917163106556416,5.871797573915707,,"[4, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 4]",0.6462442854551282
307,12,2,pivot_kg,3,2,88,26400.0,176782.0,299.99189970607404,14.827685391051972,1.9612752894201506,"[4, 5]",,
307,12,2,uniform_v2,3,2,88,26400.0,176626.0,299.762551953143,14.827685391051972,1.9612752894201506,"[6, 4]",,
307,12,2,ivr_v2,3,2,88,26400.0,176782.0,299.99189970607404,14.827685391051972,1.9612752894201506,"[5, 4]",,
307,12,2,lucb_v2,3,2,88,26400.0,176782.0,299.99189970607404,14.827685391051972,1.9612752894201506,"[4, 5]",,
307,12,2,no_hf_v2,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,2,proxy_only,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,2,global_voi_heuristic,3,2,88,26400.0,178092.0,302.1443383389851,14.827685391051972,1.9612752894201506,"[4, 3]",,
307,12,2,uniform_v2_expected_100,,2,88,26400.0,177875.7,301.3450966829568,8.889484884966128,7.899475795505994,,"[4, 3, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 4, 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 3, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 3, 3]",0.7159312801351005
307,12,4,pivot_kg,3,4,152,45600.0,306308.0,519.1875839101849,14.827685391051972,1.9612752894201506,"[4, 5, 6, 1]",,
307,12,4,uniform_v2,3,4,152,45600.0,305102.0,517.9712383822189,14.827685391051972,1.9612752894201506,"[6, 4, 2, 5]",,
307,12,4,ivr_v2,3,4,152,45600.0,306308.0,519.1875839101849,14.827685391051972,1.9612752894201506,"[5, 4, 6, 1]",,
307,12,4,lucb_v2,3,4,152,45600.0,305572.0,518.5537210022449,14.827685391051972,1.9612752894201506,"[4, 5, 3, 6]",,
307,12,4,no_hf_v2,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,4,proxy_only,3,0,0,0.0,0.0,0.0,14.827685391051972,1.9612752894201506,[],,
307,12,4,global_voi_heuristic,3,4,152,45600.0,308614.0,523.1393263089121,14.827685391051972,1.9612752894201506,"[4, 3, 2, 1]",,
307,12,4,uniform_v2_expected_100,,4,152,45600.0,306870.54,520.2524184209813,9.61365567839123,7.175305002080892,,"[3, 4, 4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 4, 4, 3, 3, 3, 4, 3, 3, 3, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 3, 3, 4, 3, 3, 3, 4, 3, 4, 3, 4, 3, 3, 3, 4, 3, 3, 3, 4, 4, 3, 3, 3, 4, 4, 4, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 3, 3, 4, 4, 3, 4, 3, 4, 3, 3, 3]",0.6987062708145558
307,12,1,author_PIVOT_VOI_E5C,3,1,56,16800.0,114698.0,193.40709051006706,14.827685391051972,1.9612752894201506,[1],,
307,12,1,author_GlobalVOI_E5C,3,1,56,16800.0,112964.0,191.67253449797863,14.827685391051972,1.9612752894201506,[4],,
307,12,1,author_Uniform_E5C,3,1,56,16800.0,114698.0,193.40709051006706,14.827685391051972,1.9612752894201506,[1],,
307,12,1,author_LUCB_E5C,4,1,56,16800.0,113962.0,192.773227602127,0.3442695225499124,16.44469115792221,[3],,
307,12,2,author_PIVOT_VOI_E5C,4,2,88,26400.0,179826.0,303.87889435107354,0.3442695225499124,16.44469115792221,"[1, 3]",,
307,12,2,author_GlobalVOI_E5C,2,2,88,26400.0,178092.0,302.1443383389851,8.63392645685203,8.155034223620092,"[4, 3]",,
307,12,2,author_Uniform_E5C,3,2,88,26400.0,178828.0,302.77820124692516,14.827685391051972,1.9612752894201506,"[1, 4]",,
307,12,2,author_LUCB_E5C,2,2,88,26400.0,178092.0,302.1443383389851,8.63392645685203,8.155034223620092,"[3, 4]",,
307,12,4,author_PIVOT_VOI_E5C,5,4,152,45600.0,307306.0,520.2882770143333,-0.9691487197315927,17.758109400203715,"[1, 3, 6, 5]",,
307,12,4,author_GlobalVOI_E5C,2,4,152,45600.0,308614.0,523.1393263089121,8.63392645685203,8.155034223620092,"[4, 3, 2, 1]",,
307,12,4,author_Uniform_E5C,2,4,152,45600.0,308614.0,523.1393263089121,8.63392645685203,8.155034223620092,"[1, 4, 3, 2]",,
307,12,4,author_LUCB_E5C,6,4,152,45600.0,306412.0,520.1236770151299,16.788960680472123,0.0,"[3, 4, 2, 6]",,
308,4,1,pivot_kg,3,1,24,7200.0,49212.0,81.2234607807477,4.896997499171703,17.26177541145466,[4],,
308,4,1,uniform_v2,3,1,24,7200.0,49212.0,81.2234607807477,4.896997499171703,17.26177541145466,[4],,
308,4,1,ivr_v2,4,1,24,7200.0,51526.0,85.19106168491999,-16.419265064529768,38.578037975156136,[5],,
308,4,1,lucb_v2,4,1,24,7200.0,51526.0,85.19106168491999,-16.419265064529768,38.578037975156136,[5],,
308,4,1,no_hf_v2,4,0,0,0.0,0.0,0.0,-16.419265064529768,38.578037975156136,[],,
308,4,1,proxy_only,5,0,0,0.0,0.0,0.0,22.158772910626364,0.0,[],,
308,4,1,global_voi_heuristic,3,1,24,7200.0,49212.0,81.2234607807477,4.896997499171703,17.26177541145466,[4],,
308,4,1,uniform_v2_expected_100,,1,24,7200.0,51357.2,84.8042536022421,-13.22182567997455,35.38059859060091,,"[4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",0.7649773142130086
308,4,2,pivot_kg,6,2,40,12000.0,82918.0,137.53360639465973,14.644196464397451,7.514576446228913,"[4, 5]",,
308,4,2,uniform_v2,6,2,40,12000.0,82918.0,137.53360639465973,14.644196464397451,7.514576446228913,"[4, 5]",,
308,4,2,ivr_v2,6,2,40,12000.0,82918.0,137.53360639465973,14.644196464397451,7.514576446228913,"[5, 4]",,
308,4,2,lucb_v2,6,2,40,12000.0,82918.0,137.53360639465973,14.644196464397451,7.514576446228913,"[5, 4]",,
308,4,2,no_hf_v2,4,0,0,0.0,0.0,0.0,-16.419265064529768,38.578037975156136,[],,
308,4,2,proxy_only,5,0,0,0.0,0.0,0.0,22.158772910626364,0.0,[],,
308,4,2,global_voi_heuristic,3,2,40,12000.0,82968.0,137.38339249195997,4.896997499171703,17.26177541145466,"[4, 2]",,
308,4,2,uniform_v2_expected_100,,2,40,12000.0,84967.54,140.84718267254183,-9.457773003838282,31.616545914464645,,"[3, 4, 4, 4, 4, 6, 4, 6, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 3, 3, 6, 4, 4, 4, 4, 4, 4, 4, 4, 6, 3, 4, 4, 4, 3, 4, 4, 3, 4, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 6, 4, 4, 3, 3, 4, 6, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 6, 4, 4, 4, 6, 4, 4]",1.1198537066047325
308,4,4,pivot_kg,6,4,72,21600.0,152235.0,252.6734545188956,14.644196464397451,7.514576446228913,"[4, 5, 6, 1]",,
308,4,4,uniform_v2,3,4,72,21600.0,149762.0,249.3263007987989,4.896997499171703,17.26177541145466,"[4, 5, 3, 2]",,
308,4,4,ivr_v2,6,4,72,21600.0,152235.0,252.6734545188956,14.644196464397451,7.514576446228913,"[5, 4, 1, 6]",,
308,4,4,lucb_v2,6,4,72,21600.0,152235.0,252.6734545188956,14.644196464397451,7.514576446228913,"[5, 4, 6, 1]",,
308,4,4,no_hf_v2,4,0,0,0.0,0.0,0.0,-16.419265064529768,38.578037975156136,[],,
308,4,4,proxy_only,5,0,0,0.0,0.0,0.0,22.158772910626364,0.0,[],,
308,4,4,global_voi_heuristic,3,4,72,21600.0,150715.0,250.7670116801164,4.896997499171703,17.26177541145466,"[4, 2, 6, 3]",,
