root,adaptation,budget_queries,method,selected_idx,hf_queries,hf_episode_cost,hf_native_environment_steps,hf_native_agent_steps,hf_native_episode_compute_seconds,selected_audit_gain,empirical_oracle_regret,queries,selected_distribution,allocation_mc_se_gain
301,4,1,pivot_kg,6,1,24,7193.0,44082.0,74.73609485907946,16.749003061617287,0.0,[5],,
301,4,1,uniform_v2,6,1,24,6974.0,43044.0,73.42944491520757,16.749003061617287,0.0,[2],,
301,4,1,ivr_v2,6,1,24,7193.0,44082.0,74.73609485907946,16.749003061617287,0.0,[5],,
301,4,1,lucb_v2,6,1,24,7193.0,44082.0,74.73609485907946,16.749003061617287,0.0,[5],,
301,4,1,no_hf_v2,6,0,0,0.0,0.0,0.0,16.749003061617287,0.0,[],,
301,4,1,proxy_only,5,0,0,0.0,0.0,0.0,-1.1140730799842813,17.863076141601567,[],,
301,4,1,global_voi_heuristic,6,1,24,6974.0,43044.0,73.42944491520757,16.749003061617287,0.0,[2],,
301,4,1,uniform_v2_expected_100,,1,24,7133.45,42240.44,72.11238305249135,16.749003061617287,0.0,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
301,4,2,pivot_kg,6,2,40,11961.0,70106.0,119.63672776799649,16.749003061617287,0.0,"[5, 4]",,
301,4,2,uniform_v2,6,2,40,11742.0,69068.0,118.3300778241246,16.749003061617287,0.0,"[2, 4]",,
301,4,2,ivr_v2,6,2,40,11961.0,70106.0,119.63672776799649,16.749003061617287,0.0,"[5, 4]",,
301,4,2,lucb_v2,6,2,40,11993.0,72164.0,122.65429100213805,16.749003061617287,0.0,"[5, 6]",,
301,4,2,no_hf_v2,6,0,0,0.0,0.0,0.0,16.749003061617287,0.0,[],,
301,4,2,proxy_only,5,0,0,0.0,0.0,0.0,-1.1140730799842813,17.863076141601567,[],,
301,4,2,global_voi_heuristic,6,2,40,11744.0,68245.0,117.09147733915597,16.749003061617287,0.0,"[2, 1]",,
301,4,2,uniform_v2_expected_100,,2,40,11878.06,70146.34,119.77028683362761,16.749003061617287,0.0,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
301,4,4,pivot_kg,6,4,72,21531.0,123389.0,211.2169563350035,16.749003061617287,0.0,"[5, 4, 6, 1]",,
301,4,4,uniform_v2,6,4,72,21298.0,124873.0,213.49893667799188,16.749003061617287,0.0,"[2, 4, 1, 3]",,
301,4,4,ivr_v2,6,4,72,21531.0,123389.0,211.2169563350035,16.749003061617287,0.0,"[5, 4, 1, 6]",,
301,4,4,lucb_v2,6,4,72,21531.0,123389.0,211.2169563350035,16.749003061617287,0.0,"[5, 6, 4, 1]",,
301,4,4,no_hf_v2,6,0,0,0.0,0.0,0.0,16.749003061617287,0.0,[],,
301,4,4,proxy_only,5,0,0,0.0,0.0,0.0,-1.1140730799842813,17.863076141601567,[],,
301,4,4,global_voi_heuristic,6,4,72,21338.0,126199.0,215.47775347321294,16.749003061617287,0.0,"[2, 1, 6, 5]",,
301,4,4,uniform_v2_expected_100,,4,72,21374.5,126377.92,215.6822557959787,13.712280117545019,3.0367229440722685,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 5, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.6743760822580992
301,4,1,author_PIVOT_VOI_E5C,6,1,24,7169.0,39411.0,67.93004729202949,16.749003061617287,0.0,[1],,
301,4,1,author_GlobalVOI_E5C,5,1,24,7199.0,42292.0,72.18621101113968,-1.1140730799842813,17.863076141601567,[6],,
301,4,1,author_Uniform_E5C,6,1,24,7193.0,44082.0,74.73609485907946,16.749003061617287,0.0,[5],,
301,4,1,author_LUCB_E5C,5,1,24,7199.0,42292.0,72.18621101113968,-1.1140730799842813,17.863076141601567,[6],,
301,4,2,author_PIVOT_VOI_E5C,6,2,40,11744.0,68245.0,117.09147733915597,16.749003061617287,0.0,"[1, 2]",,
301,4,2,author_GlobalVOI_E5C,5,2,40,11774.0,71126.0,121.34764105826616,-1.1140730799842813,17.863076141601567,"[6, 2]",,
301,4,2,author_Uniform_E5C,1,2,40,11963.0,69283.0,118.39812728302786,0.7053664843732252,16.04363657724406,"[5, 1]",,
301,4,2,author_LUCB_E5C,2,2,40,11993.0,72164.0,122.65429100213805,2.7845405043653306,13.964462557251956,"[6, 5]",,
301,4,4,author_PIVOT_VOI_E5C,6,4,72,21298.0,124873.0,213.49893667799188,16.749003061617287,0.0,"[1, 2, 3, 4]",,
301,4,4,author_GlobalVOI_E5C,1,4,72,21338.0,126199.0,215.47775347321294,0.7053664843732252,16.04363657724406,"[6, 2, 1, 5]",,
301,4,4,author_Uniform_E5C,1,4,72,21549.0,127969.0,217.82314985600533,0.7053664843732252,16.04363657724406,"[5, 1, 3, 6]",,
301,4,4,author_LUCB_E5C,1,4,72,21338.0,126199.0,215.47775347321294,0.7053664843732252,16.04363657724406,"[6, 5, 2, 1]",,
301,12,1,pivot_kg,6,1,56,16793.0,99760.0,168.81324072519783,0.08067812257802665,0.6860237344888054,[5],,
301,12,1,uniform_v2,6,1,56,16782.0,99452.0,168.5313988320413,0.08067812257802665,0.6860237344888054,[2],,
301,12,1,ivr_v2,6,1,56,16793.0,99760.0,168.81324072519783,0.08067812257802665,0.6860237344888054,[5],,
301,12,1,lucb_v2,6,1,56,16793.0,99760.0,168.81324072519783,0.08067812257802665,0.6860237344888054,[5],,
301,12,1,no_hf_v2,6,0,0,0.0,0.0,0.0,0.08067812257802665,0.6860237344888054,[],,
301,12,1,proxy_only,5,0,0,0.0,0.0,0.0,-2.2908560966969773,3.0575579537638093,[],,
301,12,1,global_voi_heuristic,6,1,56,16782.0,99452.0,168.5313988320413,0.08067812257802665,0.6860237344888054,[2],,
301,12,1,uniform_v2_expected_100,,1,56,16792.21,99439.6,168.51098786151618,0.08067812257802665,0.6860237344888054,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
301,12,2,pivot_kg,6,2,88,26393.0,156131.0,264.2377036641119,0.08067812257802665,0.6860237344888054,"[5, 6]",,
301,12,2,uniform_v2,6,2,88,26382.0,155377.0,263.5171811868786,0.08067812257802665,0.6860237344888054,"[2, 4]",,
301,12,2,ivr_v2,6,2,88,26393.0,155685.0,263.7990230800351,0.08067812257802665,0.6860237344888054,"[5, 4]",,
301,12,2,lucb_v2,6,2,88,26393.0,155685.0,263.7990230800351,0.08067812257802665,0.6860237344888054,"[5, 4]",,
301,12,2,no_hf_v2,6,0,0,0.0,0.0,0.0,0.08067812257802665,0.6860237344888054,[],,
301,12,2,proxy_only,5,0,0,0.0,0.0,0.0,-2.2908560966969773,3.0575579537638093,[],,
301,12,2,global_voi_heuristic,6,2,88,26382.0,157044.0,266.0696613591281,0.08067812257802665,0.6860237344888054,"[2, 1]",,
301,12,2,uniform_v2_expected_100,,2,88,26386.5,156138.78,264.5003011055489,0.08067812257802665,0.6860237344888054,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.0
301,12,4,pivot_kg,6,4,152,45593.0,269648.0,456.76174854603596,0.08067812257802665,0.6860237344888054,"[5, 6, 4, 1]",,
301,12,4,uniform_v2,6,4,152,45568.0,269576.0,456.7087410710519,0.08067812257802665,0.6860237344888054,"[2, 4, 1, 3]",,
301,12,4,ivr_v2,6,4,152,45593.0,269648.0,456.76174854603596,0.08067812257802665,0.6860237344888054,"[5, 4, 6, 1]",,
301,12,4,lucb_v2,6,4,152,45593.0,269648.0,456.76174854603596,0.08067812257802665,0.6860237344888054,"[5, 4, 6, 1]",,
301,12,4,no_hf_v2,6,0,0,0.0,0.0,0.0,0.08067812257802665,0.6860237344888054,[],,
301,12,4,proxy_only,5,0,0,0.0,0.0,0.0,-2.2908560966969773,3.0575579537638093,[],,
301,12,4,global_voi_heuristic,6,4,152,45576.0,270352.0,457.6616550661274,0.08067812257802665,0.6860237344888054,"[2, 1, 6, 5]",,
301,12,4,uniform_v2_expected_100,,4,152,45574.14,269481.2,456.36660902527626,0.009532095999776526,0.7571697610670555,,"[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]",0.04065914976453279
301,12,1,author_PIVOT_VOI_E5C,6,1,56,16799.0,98748.0,167.63149231194984,0.08067812257802665,0.6860237344888054,[4],,
301,12,1,author_GlobalVOI_E5C,5,1,56,16799.0,99194.0,168.07017289602663,-2.2908560966969773,3.0575579537638093,[6],,
301,12,1,author_Uniform_E5C,6,1,56,16793.0,99760.0,168.81324072519783,0.08067812257802665,0.6860237344888054,[5],,
301,12,1,author_LUCB_E5C,5,1,56,16799.0,99194.0,168.07017289602663,-2.2908560966969773,3.0575579537638093,[6],,
301,12,2,author_PIVOT_VOI_E5C,6,2,88,26399.0,156340.0,265.1697548390366,0.08067812257802665,0.6860237344888054,"[4, 1]",,
301,12,2,author_GlobalVOI_E5C,2,2,88,26382.0,155823.0,263.9558617709554,0.766701857066832,0.0,"[6, 2]",,
301,12,2,author_Uniform_E5C,1,2,88,26393.0,157352.0,266.3515032522846,-16.532902295877523,17.299604152944354,"[5, 1]",,
301,12,2,author_LUCB_E5C,6,2,88,26393.0,156131.0,264.2377036641119,0.08067812257802665,0.6860237344888054,"[6, 5]",,
301,12,4,author_PIVOT_VOI_E5C,3,4,152,45568.0,269576.0,456.7087410710519,-0.2485743325378671,1.0152761896046991,"[4, 1, 2, 3]",,
301,12,4,author_GlobalVOI_E5C,1,4,152,45576.0,270352.0,457.6616550661274,-16.532902295877523,17.299604152944354,"[6, 2, 1, 5]",,
301,12,4,author_Uniform_E5C,3,4,152,45579.0,270330.0,457.42926354828523,-0.2485743325378671,1.0152761896046991,"[5, 1, 3, 6]",,
301,12,4,author_LUCB_E5C,1,4,152,45576.0,270352.0,457.6616550661274,-16.532902295877523,17.299604152944354,"[6, 5, 2, 1]",,
302,4,1,pivot_kg,6,1,24,7200.0,49800.0,83.35314526502043,-5.799354775907059,7.317216476208891,[4],,
302,4,1,uniform_v2,5,1,24,7200.0,47712.0,79.64819507295033,-2.933283440824266,4.451145141126098,[5],,
302,4,1,ivr_v2,5,1,24,7200.0,47712.0,79.64819507295033,-2.933283440824266,4.451145141126098,[5],,
302,4,1,lucb_v2,5,1,24,7200.0,47712.0,79.64819507295033,-2.933283440824266,4.451145141126098,[5],,
302,4,1,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,4,1,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,4,1,global_voi_heuristic,6,1,24,7200.0,49086.0,82.0321038311231,-5.799354775907059,7.317216476208891,[2],,
302,4,1,uniform_v2_expected_100,,1,24,7200.0,49381.63,82.46426003751694,-4.240273416316926,5.758135116618758,,"[6, 6, 3, 5, 3, 5, 5, 5, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 5, 3, 5, 6, 3, 5, 6, 3, 5, 6, 6, 6, 6, 6, 6, 5, 6, 3, 6, 6, 3, 6, 3, 6, 6, 3, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 3, 6, 3, 3, 6, 6, 6, 6, 3, 5, 3, 6, 6, 6, 6, 3, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6]",0.24634318648438266
302,4,2,pivot_kg,5,2,40,12000.0,80536.0,135.10100131796207,-2.933283440824266,4.451145141126098,"[4, 5]",,
302,4,2,uniform_v2,5,2,40,12000.0,80536.0,135.10100131796207,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,4,2,ivr_v2,5,2,40,12000.0,80536.0,135.10100131796207,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,4,2,lucb_v2,5,2,40,12000.0,80536.0,135.10100131796207,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,4,2,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,4,2,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,4,2,global_voi_heuristic,4,2,40,12000.0,81373.0,136.49951791699277,-23.02122121997357,24.5390829202754,"[2, 3]",,
302,4,2,uniform_v2_expected_100,,2,40,12000.0,82024.41,137.35813652576763,-4.519506978951347,6.03736867925318,,"[6, 6, 3, 5, 3, 5, 5, 5, 6, 6, 6, 3, 6, 6, 5, 6, 3, 6, 5, 5, 3, 5, 3, 3, 5, 3, 3, 5, 4, 3, 3, 6, 3, 3, 5, 4, 5, 6, 6, 3, 5, 5, 6, 6, 3, 5, 5, 6, 5, 6, 6, 6, 5, 6, 4, 5, 5, 4, 6, 6, 5, 3, 4, 5, 4, 5, 6, 5, 3, 5, 3, 3, 3, 6, 5, 3, 3, 5, 3, 6, 6, 3, 6, 5, 6, 4, 5, 3, 6, 6, 5, 6, 5, 5, 6, 6, 5, 3, 4, 5]",0.6011621482800928
302,4,4,pivot_kg,5,4,72,21600.0,148051.0,248.12559139815858,-2.933283440824266,4.451145141126098,"[4, 5, 6, 1]",,
302,4,4,uniform_v2,5,4,72,21600.0,145040.0,243.6302919468726,-2.933283440824266,4.451145141126098,"[5, 4, 6, 3]",,
302,4,4,ivr_v2,5,4,72,21600.0,148051.0,248.12559139815858,-2.933283440824266,4.451145141126098,"[5, 4, 1, 6]",,
302,4,4,lucb_v2,5,4,72,21600.0,148051.0,248.12559139815858,-2.933283440824266,4.451145141126098,"[5, 4, 6, 1]",,
302,4,4,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,4,4,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,4,4,global_voi_heuristic,5,4,72,21600.0,144933.0,243.70018021494616,-2.933283440824266,4.451145141126098,"[2, 3, 4, 5]",,
302,4,4,uniform_v2_expected_100,,4,72,21600.0,147250.17,247.06289113855573,-1.6345774711500787,3.152439171451911,,"[5, 3, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 3, 5, 3, 5, 5, 3, 5, 3, 5, 3, 5, 3, 3, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 5, 3, 3, 3, 5, 5, 5, 3, 5, 3, 5, 3, 5, 3, 5, 5, 5, 5, 3, 3, 3, 5, 5, 5, 5, 3, 5, 5, 3, 3, 5]",0.17403314805672548
302,4,1,author_PIVOT_VOI_E5C,6,1,24,7200.0,52274.0,86.86305255716434,-5.799354775907059,7.317216476208891,[1],,
302,4,1,author_GlobalVOI_E5C,3,1,24,7200.0,49263.0,82.36775310587836,0.6742331416040312,0.8436285586978012,[3],,
302,4,1,author_Uniform_E5C,5,1,24,7200.0,47712.0,79.64819507295033,-2.933283440824266,4.451145141126098,[5],,
302,4,1,author_LUCB_E5C,4,1,24,7200.0,49193.0,81.96221556304954,-23.02122121997357,24.5390829202754,[6],,
302,4,2,author_PIVOT_VOI_E5C,6,2,40,12000.0,84384.0,140.99481736827875,-5.799354775907059,7.317216476208891,"[1, 2]",,
302,4,2,author_GlobalVOI_E5C,3,2,40,12000.0,82087.0,137.8205593508901,0.6742331416040312,0.8436285586978012,"[3, 4]",,
302,4,2,author_Uniform_E5C,5,2,40,12000.0,83010.0,138.61090861010598,-2.933283440824266,4.451145141126098,"[5, 1]",,
302,4,2,author_LUCB_E5C,3,2,40,12000.0,82017.0,137.41502180806128,0.6742331416040312,0.8436285586978012,"[6, 4]",,
302,4,4,author_PIVOT_VOI_E5C,3,4,72,21600.0,149495.0,250.91503769916017,0.6742331416040312,0.8436285586978012,"[1, 2, 3, 4]",,
302,4,4,author_GlobalVOI_E5C,3,4,72,21600.0,146414.0,246.01420070504537,0.6742331416040312,0.8436285586978012,"[3, 4, 6, 2]",,
302,4,4,author_Uniform_E5C,5,4,72,21600.0,147407.0,247.21008750709007,-2.933283440824266,4.451145141126098,"[5, 1, 3, 2]",,
302,4,4,author_LUCB_E5C,3,4,72,21600.0,146414.0,246.01420070504537,0.6742331416040312,0.8436285586978012,"[6, 4, 3, 2]",,
302,12,1,pivot_kg,6,1,56,16800.0,118094.0,196.84439613803988,-5.799354775907059,7.317216476208891,[4],,
302,12,1,uniform_v2,5,1,56,16800.0,116430.0,193.86285801482154,-2.933283440824266,4.451145141126098,[5],,
302,12,1,ivr_v2,5,1,56,16800.0,116430.0,193.86285801482154,-2.933283440824266,4.451145141126098,[5],,
302,12,1,lucb_v2,5,1,56,16800.0,116430.0,193.86285801482154,-2.933283440824266,4.451145141126098,[5],,
302,12,1,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,12,1,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,12,1,global_voi_heuristic,6,1,56,16800.0,116897.0,194.83201500884024,-5.799354775907059,7.317216476208891,[3],,
302,12,1,uniform_v2_expected_100,,1,56,16800.0,117541.52,195.7833992881584,-4.240273416316926,5.758135116618758,,"[6, 6, 3, 5, 3, 5, 5, 5, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 6, 5, 3, 5, 6, 3, 5, 6, 3, 5, 6, 6, 6, 6, 6, 6, 5, 6, 3, 6, 6, 3, 6, 3, 6, 6, 3, 6, 6, 6, 3, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6, 5, 6, 5, 6, 5, 3, 6, 3, 3, 6, 6, 6, 6, 3, 5, 3, 6, 6, 6, 6, 3, 6, 6, 5, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6]",0.24634318648438266
302,12,2,pivot_kg,3,2,88,26400.0,183905.0,306.8073553201393,0.6742331416040312,0.8436285586978012,"[4, 6]",,
302,12,2,uniform_v2,5,2,88,26400.0,183062.0,305.7255583848455,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,12,2,ivr_v2,5,2,88,26400.0,183062.0,305.7255583848455,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,12,2,lucb_v2,5,2,88,26400.0,183062.0,305.7255583848455,-2.933283440824266,4.451145141126098,"[5, 4]",,
302,12,2,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,12,2,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,12,2,global_voi_heuristic,6,2,88,26400.0,183529.0,306.6947153788642,-5.799354775907059,7.317216476208891,"[3, 4]",,
302,12,2,uniform_v2_expected_100,,2,88,26400.0,183846.42,306.96538250229844,-3.1417576634260254,4.659619363727858,,"[6, 6, 3, 5, 3, 5, 5, 5, 6, 6, 6, 3, 6, 6, 5, 6, 3, 6, 5, 5, 3, 5, 3, 3, 5, 3, 3, 5, 6, 3, 3, 6, 3, 3, 5, 6, 5, 6, 6, 3, 5, 5, 6, 6, 3, 5, 5, 6, 5, 6, 6, 6, 5, 6, 6, 5, 5, 6, 6, 6, 5, 3, 6, 5, 6, 5, 6, 5, 3, 5, 3, 3, 3, 6, 5, 3, 3, 5, 3, 6, 6, 3, 6, 5, 6, 6, 5, 3, 6, 6, 5, 6, 5, 5, 6, 6, 5, 3, 6, 5]",0.2587063814730419
302,12,4,pivot_kg,5,4,152,45600.0,317816.0,531.3879401551094,-2.933283440824266,4.451145141126098,"[4, 6, 5, 1]",,
302,12,4,uniform_v2,5,4,152,45600.0,314308.0,525.5388368077693,-2.933283440824266,4.451145141126098,"[5, 4, 6, 3]",,
302,12,4,ivr_v2,5,4,152,45600.0,317816.0,531.3879401551094,-2.933283440824266,4.451145141126098,"[5, 4, 6, 1]",,
302,12,4,lucb_v2,5,4,152,45600.0,317816.0,531.3879401551094,-2.933283440824266,4.451145141126098,"[5, 4, 6, 1]",,
302,12,4,no_hf_v2,6,0,0,0.0,0.0,0.0,-5.799354775907059,7.317216476208891,[],,
302,12,4,proxy_only,5,0,0,0.0,0.0,0.0,-2.933283440824266,4.451145141126098,[],,
302,12,4,global_voi_heuristic,5,4,152,45600.0,314201.0,525.8114370317198,-2.933283440824266,4.451145141126098,"[3, 4, 2, 5]",,
302,12,4,uniform_v2_expected_100,,4,152,45600.0,316368.79,529.1613112101745,-2.2172003837260768,3.735062084027909,,"[5, 6, 3, 5, 5, 5, 5, 5, 3, 5, 5, 5, 3, 6, 5, 5, 5, 5, 5, 5, 3, 5, 3, 3, 5, 5, 3, 5, 3, 5, 5, 6, 5, 3, 5, 3, 5, 3, 6, 5, 5, 5, 6, 3, 5, 5, 5, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 3, 5, 3, 5, 5, 5, 3, 5, 3, 3, 3, 5, 5, 5, 3, 5, 3, 5, 3, 5, 6, 5, 5, 5, 5, 3, 6, 6, 5, 5, 5, 5, 3, 5, 5, 3, 3, 5]",0.1943740377120249
302,12,1,author_PIVOT_VOI_E5C,6,1,56,16800.0,120405.0,200.68111835618038,-5.799354775907059,7.317216476208891,[1],,
302,12,1,author_GlobalVOI_E5C,3,1,56,16800.0,116897.0,194.83201500884024,0.6742331416040312,0.8436285586978012,[3],,
302,12,1,author_Uniform_E5C,5,1,56,16800.0,116430.0,193.86285801482154,-2.933283440824266,4.451145141126098,[5],,
302,12,1,author_LUCB_E5C,3,1,56,16800.0,117273.0,194.94465495011536,0.6742331416040312,0.8436285586978012,[6],,
302,12,2,author_PIVOT_VOI_E5C,6,2,88,26400.0,186109.0,310.9166777622304,-5.799354775907059,7.317216476208891,"[1, 2]",,
302,12,2,author_GlobalVOI_E5C,3,2,88,26400.0,183529.0,306.6947153788642,0.6742331416040312,0.8436285586978012,"[3, 4]",,
302,12,2,author_Uniform_E5C,5,2,88,26400.0,185373.0,309.562280602986,-2.933283440824266,4.451145141126098,"[5, 1]",,
302,12,2,author_LUCB_E5C,3,2,88,26400.0,182708.0,304.7949741909397,0.6742331416040312,0.8436285586978012,"[6, 3]",,
302,12,4,author_PIVOT_VOI_E5C,3,4,152,45600.0,318176.0,532.6296973730787,0.6742331416040312,0.8436285586978012,"[1, 2, 3, 4]",,
302,12,4,author_GlobalVOI_E5C,3,4,152,45600.0,315044.0,526.8932339670137,0.6742331416040312,0.8436285586978012,"[3, 4, 6, 2]",,
302,12,4,author_Uniform_E5C,5,4,152,45600.0,316512.0,529.6481592498603,-2.933283440824266,4.451145141126098,"[5, 1, 3, 2]",,
302,12,4,author_LUCB_E5C,3,4,152,45600.0,315044.0,526.8932339670137,0.6742331416040312,0.8436285586978012,"[6, 3, 4, 2]",,
303,4,1,pivot_kg,5,1,24,7200.0,51694.0,86.59709248295985,14.162158189505327,10.446504879148879,[5],,
303,4,1,uniform_v2,3,1,24,7200.0,51338.0,85.87687858793652,24.608663068654206,0.0,[3],,
303,4,1,ivr_v2,5,1,24,7200.0,51694.0,86.59709248295985,14.162158189505327,10.446504879148879,[5],,
303,4,1,lucb_v2,5,1,24,7200.0,51694.0,86.59709248295985,14.162158189505327,10.446504879148879,[5],,
303,4,1,no_hf_v2,6,0,0,0.0,0.0,0.0,-2.4693829126897393,27.078045981343944,[],,
303,4,1,proxy_only,5,0,0,0.0,0.0,0.0,14.162158189505327,10.446504879148879,[],,
303,4,1,global_voi_heuristic,6,1,24,7200.0,50031.0,84.42579679196933,-2.4693829126897393,27.078045981343944,[2],,
303,4,1,uniform_v2_expected_100,,1,24,7194.28,51868.46,87.13438127159782,13.46671186452297,11.141951204131235,,"[5, 5, 5, 6, 5, 3, 6, 6, 5, 3, 3, 5, 5, 5, 3, 3, 3, 3, 6, 5, 5, 3, 5, 5, 6, 5, 5, 5, 3, 5, 5, 3, 6, 3, 3, 5, 3, 5, 5, 5, 6, 6, 5, 5, 5, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 3, 6, 5, 5, 5, 3, 5, 5, 6, 5, 5, 5, 5, 3, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 3, 6, 5, 5, 5, 6, 5, 3, 6, 5, 6, 3, 6, 3, 5, 5]",0.8605512986840115
303,4,2,pivot_kg,5,2,40,12000.0,86701.0,145.94433101796312,14.162158189505327,10.446504879148879,"[5, 4]",,
303,4,2,uniform_v2,3,2,40,12000.0,83146.0,140.19122568692546,24.608663068654206,0.0,"[3, 2]",,
303,4,2,ivr_v2,5,2,40,12000.0,86701.0,145.94433101796312,14.162158189505327,10.446504879148879,"[5, 4]",,
