CISR,CTI,candidate_template_contract,environment_id,external_null,final_deployment_value,harmful_promotion_rate,hf_cost,hf_queries,method,rounds,seed,source_status,source_trajectories,trajectory_id
2.263769450545473,-0.0379020587067912,shared_update_noise_by_environment_seed_round,performative_control,False,0.19010339336134766,0.6,2560.0,80,uncertainty_hf,40,9108,,,performative_control|seed=9108|method=uncertainty_hf
1.4889516913086798,-0.03154991366875236,shared_update_noise_by_environment_seed_round,performative_control,False,0.21277172194132937,0.6,2560.0,80,paired_lucb,40,9108,,,performative_control|seed=9108|method=paired_lucb
0.4842137730350461,-0.0165830812841105,shared_update_noise_by_environment_seed_round,performative_control,False,0.21545657803483528,0.575,2560.0,80,global_voi,40,9108,,,performative_control|seed=9108|method=global_voi
2.1802125386158786,0.004320134520237703,shared_update_noise_by_environment_seed_round,performative_control,False,0.21698209819075417,0.55,2560.0,80,pivot_h,40,9108,,,performative_control|seed=9108|method=pivot_h
2.089248913656758,-0.004750856889629423,shared_update_noise_by_environment_seed_round,performative_control,False,0.2003088773201418,0.575,2560.0,80,pivot_voi,40,9108,,,performative_control|seed=9108|method=pivot_voi
0.0,-0.00048083339940374614,shared_update_noise_by_environment_seed_round,performative_control,False,0.2245372121386542,0.525,10240.0,320,all_hf,40,9108,,,performative_control|seed=9108|method=all_hf
3.944909200259423,-2.3969081053416876,shared_update_noise_by_environment_seed_round,performative_control,False,-2.301174677291278,0.5,0.0,0,proxy_only,40,9109,,,performative_control|seed=9109|method=proxy_only
0.8354914397314526,-0.06833937849482496,shared_update_noise_by_environment_seed_round,performative_control,False,0.18807541622651286,0.525,0.0,0,global_value,40,9109,,,performative_control|seed=9109|method=global_value
4.2328485759390295,-2.375623055277594,shared_update_noise_by_environment_seed_round,performative_control,False,-2.1958478638484777,0.55,2560.0,80,random_hf,40,9109,,,performative_control|seed=9109|method=random_hf
7.2972278992442,-2.188983240706473,shared_update_noise_by_environment_seed_round,performative_control,False,-2.0314963680768465,0.525,2560.0,80,top_proxy_hf,40,9109,,,performative_control|seed=9109|method=top_proxy_hf
0.7570576322465429,-0.050019048242345154,shared_update_noise_by_environment_seed_round,performative_control,False,0.19997115132950125,0.625,2560.0,80,uncertainty_hf,40,9109,,,performative_control|seed=9109|method=uncertainty_hf
1.3153750619890285,-0.026188121874923323,shared_update_noise_by_environment_seed_round,performative_control,False,0.21722859717668228,0.55,2560.0,80,paired_lucb,40,9109,,,performative_control|seed=9109|method=paired_lucb
0.7663196592428902,-0.02789440743987076,shared_update_noise_by_environment_seed_round,performative_control,False,0.20549616300365908,0.5,2560.0,80,global_voi,40,9109,,,performative_control|seed=9109|method=global_voi
0.7792040595230432,-0.008452837190501578,shared_update_noise_by_environment_seed_round,performative_control,False,0.20992327129988383,0.6,2560.0,80,pivot_h,40,9109,,,performative_control|seed=9109|method=pivot_h
1.510835284985422,-0.14333073176839112,shared_update_noise_by_environment_seed_round,performative_control,False,0.10759837739260217,0.6,2560.0,80,pivot_voi,40,9109,,,performative_control|seed=9109|method=pivot_voi
0.0,0.00981789418255996,shared_update_noise_by_environment_seed_round,performative_control,False,0.2257146956038738,0.55,10240.0,320,all_hf,40,9109,,,performative_control|seed=9109|method=all_hf
3.765325029346669,-2.6623575057838686,shared_update_noise_by_environment_seed_round,performative_control,False,-2.107242710084671,0.55,0.0,0,proxy_only,40,9110,,,performative_control|seed=9110|method=proxy_only
1.590305804954172,-0.5826811279054382,shared_update_noise_by_environment_seed_round,performative_control,False,-0.6320029335433317,0.6,0.0,0,global_value,40,9110,,,performative_control|seed=9110|method=global_value
5.395265788786513,-2.2555225892477075,shared_update_noise_by_environment_seed_round,performative_control,False,-1.904141817047662,0.55,2560.0,80,random_hf,40,9110,,,performative_control|seed=9110|method=random_hf
5.780910516557031,-2.3579410619369154,shared_update_noise_by_environment_seed_round,performative_control,False,-1.9994367375861328,0.55,2560.0,80,top_proxy_hf,40,9110,,,performative_control|seed=9110|method=top_proxy_hf
0.6320624527241108,-0.005550526516692772,shared_update_noise_by_environment_seed_round,performative_control,False,0.19567486563404637,0.5,2560.0,80,uncertainty_hf,40,9110,,,performative_control|seed=9110|method=uncertainty_hf
0.7881375894261687,-0.009228256341262953,shared_update_noise_by_environment_seed_round,performative_control,False,0.16497028846169567,0.55,2560.0,80,paired_lucb,40,9110,,,performative_control|seed=9110|method=paired_lucb
0.38699191040126885,-0.06831576026166877,shared_update_noise_by_environment_seed_round,performative_control,False,0.18880330342364893,0.55,2560.0,80,global_voi,40,9110,,,performative_control|seed=9110|method=global_voi
0.6591099359393557,-0.025959936421405844,shared_update_noise_by_environment_seed_round,performative_control,False,0.17736322334915808,0.575,2560.0,80,pivot_h,40,9110,,,performative_control|seed=9110|method=pivot_h
