root,type,adaptation,calibration,cap,method,selected,n_queries,hands_used,gain,isr,gain_registered_draw,isr_registered_draw,stop_reason,queries
98006,equilibrator,8,noisy_audit,8192,uniform_fixed,0,1,8192,0.20196159038218195,0.07887596232556296,0.2808375527077449,0.0,budget_exhausted,"[[6, 4096, 0.128173828125]]"
98006,equilibrator,8,noisy_audit,8192,uniform_small,1,8,8192,0.22701226617309395,0.05382528653465096,0.127526866754997,0.1533106859527479,budget_exhausted,"[[6, 512, 0.115234375], [0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [0, 512, 0.181640625], [2, 512, -0.005859375], [3, 512, 0.220703125], [1, 512, 0.53125]]"
98006,equilibrator,8,noisy_audit,,all_hf_fixed,0,8,65536,0.2808375527077449,0.0,0.2808375527077449,0.0,all,"[[0, 4096, 0.406982421875], [1, 4096, 0.21728515625], [2, 4096, 0.052978515625], [3, 4096, 0.206787109375], [4, 4096, 0.080078125], [5, 4096, 0.083251953125], [6, 4096, 0.128173828125], [7, 4096, 0.15576171875]]"
98006,equilibrator,8,noisy_audit,,no_hf,7,0,0,0.15463601298684418,0.12620153972090073,0.15463601298684418,0.12620153972090073,no_hf_method,[]
98006,equilibrator,8,noisy_audit,,proxy_only,0,0,0,0.2808375527077449,0.0,0.2808375527077449,0.0,no_hf_method,[]
98006,equilibrator,8,noisy_audit,16384,pivot_kg_menu,0,13,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [1, 512, 0.53125], [0, 512, 0.181640625], [3, 512, 0.220703125], [6, 512, 0.115234375], [4, 512, 0.00390625], [1, 512, 0.06640625], [0, 512, 0.482421875], [0, 512, 0.611328125], [3, 2048, 0.1123046875], [2, 512, -0.005859375]]"
98006,equilibrator,8,noisy_audit,16384,pivot_kg_menu_stop,0,13,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [1, 512, 0.53125], [0, 512, 0.181640625], [3, 512, 0.220703125], [6, 512, 0.115234375], [4, 512, 0.00390625], [1, 512, 0.06640625], [0, 512, 0.482421875], [0, 512, 0.611328125], [3, 2048, 0.1123046875], [2, 512, -0.005859375]]"
98006,equilibrator,8,noisy_audit,16384,pivot_kg_fixed,0,2,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875]]"
98006,equilibrator,8,noisy_audit,16384,pivot_kg_menu_unpaired,0,10,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.720703125], [7, 512, -0.005859375], [3, 512, 0.40625], [6, 512, -0.142578125], [5, 512, 0.0390625], [0, 2048, 0.58642578125], [1, 512, 0.64453125], [1, 512, -0.169921875], [4, 512, -0.279296875], [3, 2048, 0.107421875]]"
98006,equilibrator,8,noisy_audit,16384,ivr_menu,0,16,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [6, 512, 0.115234375], [3, 512, 0.220703125], [5, 512, 0.083984375], [4, 512, 0.00390625], [1, 512, 0.53125], [0, 512, 0.181640625], [2, 512, -0.005859375], [6, 512, 0.0], [3, 512, 0.224609375], [7, 512, 0.076171875], [1, 512, 0.06640625], [0, 512, 0.482421875], [4, 512, 0.046875], [5, 512, 0.111328125]]"
98006,equilibrator,8,noisy_audit,16384,ivr_fixed,0,2,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875]]"
98006,equilibrator,8,noisy_audit,16384,lucb_fixed,0,2,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875]]"
98006,equilibrator,8,noisy_audit,16384,top_proxy_fixed,0,2,16384,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875]]"
98006,equilibrator,8,noisy_audit,16384,uniform_fixed,0,2,16384,0.23029019259482514,0.05054736011291977,0.2808375527077449,0.0,budget_exhausted,"[[6, 4096, 0.128173828125], [0, 4096, 0.406982421875]]"
98006,equilibrator,8,noisy_audit,16384,uniform_small,0,16,16384,0.23701776445501332,0.043819788252731584,0.2808375527077449,0.0,budget_exhausted,"[[6, 512, 0.115234375], [0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [0, 512, 0.181640625], [2, 512, -0.005859375], [3, 512, 0.220703125], [1, 512, 0.53125], [6, 512, 0.0], [6, 512, 0.197265625], [1, 512, 0.06640625], [1, 512, 0.162109375], [6, 512, 0.015625], [0, 512, 0.482421875], [2, 512, 0.109375], [6, 512, -0.005859375]]"
98006,equilibrator,8,noisy_audit,32768,pivot_kg_menu,0,17,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [1, 512, 0.53125], [0, 512, 0.181640625], [3, 512, 0.220703125], [6, 512, 0.115234375], [4, 512, 0.00390625], [1, 512, 0.06640625], [0, 512, 0.482421875], [0, 512, 0.611328125], [3, 2048, 0.1123046875], [1, 2048, 0.15673828125], [2, 512, -0.005859375], [6, 2048, 0.0517578125], [7, 2048, 0.14501953125], [0, 2048, 0.39501953125]]"
98006,equilibrator,8,noisy_audit,32768,pivot_kg_menu_stop,0,17,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [5, 512, 0.083984375], [1, 512, 0.53125], [0, 512, 0.181640625], [3, 512, 0.220703125], [6, 512, 0.115234375], [4, 512, 0.00390625], [1, 512, 0.06640625], [0, 512, 0.482421875], [0, 512, 0.611328125], [3, 2048, 0.1123046875], [1, 2048, 0.15673828125], [2, 512, -0.005859375], [6, 2048, 0.0517578125], [7, 2048, 0.14501953125], [0, 2048, 0.39501953125]]"
98006,equilibrator,8,noisy_audit,32768,pivot_kg_fixed,0,4,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875], [1, 4096, 0.21728515625], [5, 4096, 0.083251953125]]"
98006,equilibrator,8,noisy_audit,32768,pivot_kg_menu_unpaired,0,14,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.720703125], [7, 512, -0.005859375], [3, 512, 0.40625], [6, 512, -0.142578125], [5, 512, 0.0390625], [0, 2048, 0.58642578125], [1, 512, 0.64453125], [1, 512, -0.169921875], [4, 512, -0.279296875], [3, 2048, 0.107421875], [7, 2048, 0.16650390625], [1, 2048, 0.166015625], [5, 2048, 0.1640625], [6, 2048, -0.10498046875]]"
98006,equilibrator,8,noisy_audit,32768,ivr_menu,0,32,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 512, 0.400390625], [7, 512, 0.06640625], [6, 512, 0.115234375], [3, 512, 0.220703125], [5, 512, 0.083984375], [4, 512, 0.00390625], [1, 512, 0.53125], [0, 512, 0.181640625], [2, 512, -0.005859375], [6, 512, 0.0], [3, 512, 0.224609375], [7, 512, 0.076171875], [1, 512, 0.06640625], [0, 512, 0.482421875], [4, 512, 0.046875], [5, 512, 0.111328125], [6, 512, 0.197265625], [3, 512, 0.015625], [2, 512, 0.109375], [0, 512, 0.611328125], [1, 512, 0.162109375], [7, 512, 0.373046875], [4, 512, 0.095703125], [0, 512, 0.40625], [6, 512, 0.015625], [3, 512, -0.1875], [1, 512, 0.166015625], [5, 512, -0.07421875], [2, 512, -0.009765625], [7, 512, 0.193359375], [0, 512, 0.609375], [4, 512, 0.1328125]]"
98006,equilibrator,8,noisy_audit,32768,ivr_fixed,0,4,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875], [6, 4096, 0.128173828125], [3, 4096, 0.206787109375]]"
98006,equilibrator,8,noisy_audit,32768,lucb_fixed,0,4,32768,0.2808375527077449,0.0,0.2808375527077449,0.0,budget_exhausted,"[[0, 4096, 0.406982421875], [7, 4096, 0.15576171875], [1, 4096, 0.21728515625], [3, 4096, 0.206787109375]]"
