SIRR,actor_positive_n,cluster_n,mean_strategic_effect,median_strategic_effect,opponent_mode,row_n,strategic_effect_ci_high,strategic_effect_ci_low
0.008333333333333333,693,30,-4.88212681557857e-05,0.00010975472767433235,fixed,720,0.00038565053028593807,-0.00048548347187756663
0.8582671957671958,693,30,-0.018265529716842647,-0.01818635304058162,reactive,720,-0.017646492169021727,-0.01887859679329907
0.9581349206349206,693,30,-0.024176472333025077,-0.02407407676396716,best_response,720,-0.02328002906270938,-0.025077440656244565
0.9475529100529099,693,30,-0.024454760005031526,-0.02441922413316308,gradient_adaptive,720,-0.023686333764777346,-0.025212970060669006
0.9427910052910051,693,30,-0.023286544893951978,-0.02277437734219793,rl_evolutionary,720,-0.02214911945575627,-0.024474635082552255
