CISR,CISR_ci_high,CISR_ci_low,CISR_cumulative_mean,CTI,CTI_ci_high,CTI_ci_low,CTI_cumulative_mean,environment_id,frozen_external_null,method,round,seed_n,source_status
,4.1317251755320195,3.8081681758314447,3.9711978188764863,,-2.449039318112804,-2.493695787004034,-2.4708356949209684,performative_control,False,proxy_only,26,30,
,4.165184000205015,3.8381931358342536,4.002287787429558,,-2.4316148010253196,-2.479234984379333,-2.4554499300649684,performative_control,False,proxy_only,27,30,
,4.191072574038686,3.862635026016397,4.027790792251445,,-2.4395304706903005,-2.489045926147435,-2.4649036885168227,performative_control,False,proxy_only,28,30,
,4.21626149642393,3.885850667277704,4.051518561497628,,-2.441519425843633,-2.4944969567128155,-2.4680112484841774,performative_control,False,proxy_only,29,30,
,4.24137933093871,3.9092736917394846,4.076343171816664,,-2.4517644915500543,-2.5072155403887777,-2.4808936021006085,performative_control,False,proxy_only,30,30,
,4.266880658481277,3.933398788272518,4.100751773364999,,-2.4569821717378146,-2.5042789704965256,-2.479959202051539,performative_control,False,proxy_only,31,30,
,4.28675688279625,3.9511098509626588,4.120056471120173,,-2.463355333962389,-2.51984179127649,-2.491704387076127,performative_control,False,proxy_only,32,30,
,4.308906817249559,3.971763289284042,4.14176897220652,,-2.4667173231205264,-2.5103795305449372,-2.4875440454514854,performative_control,False,proxy_only,33,30,
,4.332430758402759,3.9947416770037285,4.165085234756428,,-2.4644656657146524,-2.523141390691136,-2.493559566966429,performative_control,False,proxy_only,34,30,
,4.35353854656322,4.016148053582672,4.186200491318494,,-2.4759689223798724,-2.5272685396078423,-2.5016169158500263,performative_control,False,proxy_only,35,30,
,4.374128406011166,4.036918578333431,4.2068140677097405,,-2.467278518180807,-2.528211684441637,-2.496940110607902,performative_control,False,proxy_only,36,30,
,4.392167955307355,4.0552587113324705,4.224731495669753,,-2.4728654287875145,-2.5309862986298155,-2.5024881573418276,performative_control,False,proxy_only,37,30,
,4.409874187386679,4.072255987192924,4.242299390771802,,-2.4747325158216733,-2.526320790170225,-2.5001383131533754,performative_control,False,proxy_only,38,30,
,4.430577744305958,4.09229439217237,4.263059574924713,,-2.4791042308251527,-2.543651270740374,-2.5117450128703758,performative_control,False,proxy_only,39,30,
,0.0031094118129010697,0.001289840240001353,0.0021196966409165094,,0.008547307936700853,0.006971725976080055,0.007815657248392473,performative_control,False,global_voi,0,30,
,0.017474141594350914,0.007975132451089422,0.012470986156777575,,-0.003479457204508764,-0.014369643382178414,-0.00871028940982773,performative_control,False,global_voi,1,30,
