CISR_ci_high,CISR_ci_low,budget,candidate_count,environment_id,mean_CISR,mean_CTI,mean_hf_cost,median_CISR,method,n_seeds,oracle_noncomparable
0.003494279896291988,0.001426193542066008,2,16,congestion_resource,0.0024192689198176817,0.07405138966905539,2.0,0.00021814962919319836,pivot_voi,30,False
0.004163121672615941,0.002174853175754952,2,16,performative_control,0.0031243015232565916,0.006910049119591428,2.0,0.00210454833257355,pivot_voi,30,False
0.0028988074117064604,0.000717089270507153,2,4,congestion_resource,0.0017162578228653302,0.06822506591548293,2.0,0.0,pivot_voi,30,False
0.001477808233500551,0.0004931125562512605,2,4,performative_control,0.0009281936464744742,0.008818717836384705,2.0,0.0004873169204675787,pivot_voi,30,False
0.0034160942253027094,0.001018407565995382,2,8,congestion_resource,0.0021140910606156195,0.07185612520781573,2.0,0.0,pivot_voi,30,False
0.0025438849982479294,0.0012317445272177205,2,8,performative_control,0.0018442015642084095,0.008041345319061286,2.0,0.0012900376602179714,pivot_voi,30,False
0.0035871752896411615,0.0016695737831438299,4,16,congestion_resource,0.0026067609622052014,0.07386389762666785,4.0,0.002572524300819501,pivot_voi,30,False
0.004156316393322538,0.0021438550659906718,4,16,performative_control,0.0030898700898875217,0.006944480552960498,4.0,0.0019285988684110272,pivot_voi,30,False
0.0,0.0,4,4,congestion_resource,0.0,0.06994132373834828,4.0,0.0,pivot_voi,30,False
0.0,0.0,4,4,performative_control,0.0,0.009746911482859177,4.0,0.0,pivot_voi,30,False
0.002780942340459723,0.0009290568271100545,4,8,congestion_resource,0.0018050903772780958,0.07216512589115326,4.0,0.0,pivot_voi,30,False
0.0030375869412335326,0.0010912208800431512,4,8,performative_control,0.0019759103763017103,0.007909636506967986,4.0,0.0009607196042435429,pivot_voi,30,False
0.0034054162884641164,0.0015231558338996696,8,16,congestion_resource,0.0024212122394971464,0.07404944634937591,8.0,0.002468759495659889,pivot_voi,30,False
0.004929102225553376,0.0021254113553399036,8,16,performative_control,0.0034509552753067747,0.0065833953675412445,8.0,0.0017279595283980764,pivot_voi,30,False
0.0,0.0,8,4,congestion_resource,0.0,0.06994132373834828,4.0,0.0,pivot_voi,30,False
0.0,0.0,8,4,performative_control,0.0,0.009746911482859177,4.0,0.0,pivot_voi,30,False
0.0,0.0,8,8,congestion_resource,0.0,0.07397021626843132,8.0,0.0,pivot_voi,30,False
0.0,0.0,8,8,performative_control,0.0,0.009885546883269695,8.0,0.0,pivot_voi,30,False
1.808503341074186e-05,0.0,0,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009812754804480784,0.006746467538512454,0,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,0,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.0036389080306623222,0.001729797562292091,0,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,0,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.006659615852328744,0.00397748789253696,0,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,1,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009841847383522425,0.006752424638161046,1,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,1,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.003656579731798737,0.001734390422414776,1,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,1,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.006631322546747019,0.0040129428540255484,1,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,16,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009835822372925304,0.006752568991646369,16,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,16,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.0036528791613937785,0.0017226739478916982,16,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,16,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.0066537780043290345,0.004015874924390177,16,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,2,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009850869445978306,0.0067448761512879495,2,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,2,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.0036879375304336224,0.0017269788965734994,2,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,2,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.006637942211736208,0.003992445133355568,2,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,4,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009844329439856232,0.006759120822661775,4,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,4,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.003666062678464844,0.0017253457351519119,4,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,4,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.006650021549424712,0.004008268098027228,4,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,8,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,proxy_only,30,False
0.009889810758637225,0.006750289774410695,8,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,proxy_only,30,False
0.0,0.0,8,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,proxy_only,30,False
0.0036687022007334943,0.001734736535415524,8,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,proxy_only,30,False
1.8169995077073805e-05,0.0,8,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,proxy_only,30,False
0.006630017175580541,0.003991943264380887,8,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,proxy_only,30,False
1.808503341074186e-05,0.0,0,16,congestion_resource,6.0283444702472855e-06,0.07646463024440281,0.0,0.0,random_hf,30,False
0.009857624463900795,0.00672354864022099,0,16,performative_control,0.008253539844473768,0.0017808107983742522,0.0,0.007453066428457236,random_hf,30,False
0.0,0.0,0,4,congestion_resource,0.0,0.06994132373834828,0.0,0.0,random_hf,30,False
0.003653027020034013,0.0017145440141290735,0,4,performative_control,0.002628389292718187,0.007118522190140991,0.0,0.0017636999583307972,random_hf,30,False
1.8169995077073805e-05,0.0,0,8,congestion_resource,6.070825303413259e-06,0.07396414544312792,0.0,0.0,random_hf,30,False
0.006633553694746287,0.004028977864935865,0,8,performative_control,0.005259874711284806,0.004625672171984891,0.0,0.004051870510283551,random_hf,30,False
