CISR,CTI,IDE,IRR,ISC,ISR,action_distribution_distance,actor_candidate_value,actor_incumbent_value,candidate_id,candidate_parameters,candidate_policy_id,candidate_template_id,chi_square_shift,config_hash,delta_actor,delta_direct,delta_proxy,delta_strategic,delta_true,environment_family,environment_id,evsi,evsi_per_cost,expected_regret,experiment_id,features,hf_cost,hf_queried,hf_query_order,incumbent_parameters,incumbent_policy_id,method,operator_family,operator_id,operator_shift,outcome_available_for_offline_audit,p_best,p_positive,policy_distance,posterior_mean,posterior_std,proxy_candidate_value,proxy_incumbent_value,response_strength,round_id,seed,selected,source_commit,strategic_candidate_value,strategic_incumbent_value,trajectory_id,transition_id,true_best
,,,,,,0.004553470380728368,0.20849115184414496,0.21361103740361237,0,"{'bias': -0.006952444117710402, 'intensity': 0.17636333408603522}",86883d792dba8ed9,7a3c74be1a0e8dc90465,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.0051198855594674075,-0.02330629697945763,-0.02330629697945763,,-0.0051198855594674075,performative_control,performative_control,,,,E2C,"[-0.02330629697945763, 0.007846133963913643, 0.004553470380728368, 0.35, 0.0, 0.0, 0.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.007846133963913643,,,0.3293003100852075,0.3526066070646651,0.35,0,8111,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8111,dd089bad730ed80391d6,False
,,,,,,0.04891746872991914,0.1937889509207161,0.21361103740361237,4,"{'bias': 0.0042113453419405185, 'intensity': 0.13108253127008085}",83e39e6324900003,619d5ecb2ab941567404,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.019822086482896267,-0.07933064738061574,-0.07933064738061574,,-0.019822086482896267,performative_control,performative_control,,,,E2C,"[-0.07933064738061574, 0.049098413177328874, 0.04891746872991914, 0.35, 0.0, 0.0, 4.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.049098413177328874,,,0.2732759596840494,0.3526066070646651,0.35,0,8111,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8111,a3c80e6cd3ce89da5b9b,False
,,,,,,0.07264891783342427,0.16432862031239848,0.20593516078815724,0,"{'bias': 0.0006170068124435153, 'intensity': 0.10735108216657573}",0af27da9d63c492c,9692d01633ce6496aad5,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.04160654047575876,-0.13057570720807926,-0.13057570720807926,,-0.04160654047575876,performative_control,performative_control,,,,E2C,"[-0.13057570720807926, 0.07265153790371015, 0.07264891783342427, 0.35, 0.0, 0.0, 0.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.07265153790371015,,,0.21435502324113082,0.3449307304492101,0.35,0,8112,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8112,fafbd767fc09e6ebe3f4,False
,,,,,,0.03714285860382365,0.20624891110885935,0.20593516078815724,4,"{'bias': -0.008643683845820415, 'intensity': 0.21714285860382365}",0cb27b82fa81ce4a,9646fe43f91378b174e3,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,0.0003137503207021053,0.045607498562553916,0.045607498562553916,,0.0003137503207021053,performative_control,performative_control,,,,E2C,"[0.045607498562553916, 0.038135353881800206, 0.03714285860382365, 0.35, 0.0, 0.0, 4.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.038135353881800206,,,0.390538229011764,0.3449307304492101,0.35,0,8112,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8112,84f85b5136e7e2b7be48,False
,,,,,,0.0014517444986548828,0.21266883090372443,0.21416365066274948,0,"{'bias': -0.0025222350017384074, 'intensity': 0.17917589550646912}",27dff0a5680bc928,6d69235715ed14799d26,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.0014948197590250456,-0.007568793304524091,-0.007568793304524091,,-0.0014948197590250456,performative_control,performative_control,,,,E2C,"[-0.007568793304524091, 0.0026534539039244913, 0.0014517444986548828, 0.35, 0.0, 0.0, 0.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.0026534539039244913,,,0.34559042701927817,0.35315922032380226,0.35,0,8113,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8113,9ed40df94810e62f1086,False
,,,,,,0.04791948654325632,0.19239862157485035,0.21416365066274948,4,"{'bias': 0.0019529685712007753, 'intensity': 0.13208051345674368}",d246589e6061e2b9,62e81e7fd738bb6acab1,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.021765029087899124,-0.08323393574494536,-0.08323393574494536,,-0.021765029087899124,performative_control,performative_control,,,,E2C,"[-0.08323393574494536, 0.04795926685020759, 0.04791948654325632, 0.35, 0.0, 0.0, 4.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.04795926685020759,,,0.2699252845788569,0.35315922032380226,0.35,0,8113,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8113,fca85e9a8a45d35e3a4a,False
,,,,,,0.005367981283939379,0.21781087788629777,0.21426265060748476,0,"{'bias': 0.009180725675296156, 'intensity': 0.18325092790640352}",86bba0d8d2801b28,bdd26773c9f3934aedba,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,0.0035482272788130154,0.02762007770645175,0.02762007770645175,,0.0035482272788130154,performative_control,performative_control,,,,E2C,"[0.02762007770645175, 0.009739314974764665, 0.005367981283939379, 0.35, 0.0, 0.0, 0.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.009739314974764665,,,0.3808782979749892,0.3532582202685374,0.35,0,8114,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8114,fb3d64fb153207b5c572,False
,,,,,,0.032520816132207836,0.19489402505254255,0.21426265060748476,4,"{'bias': -0.005590453855695963, 'intensity': 0.14747918386779216}",165486d96a45bf80,5de34faca6d7e9307f92,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,-0.019368625554942204,-0.07342745246691257,-0.07342745246691257,,-0.019368625554942204,performative_control,performative_control,,,,E2C,"[-0.07342745246691257, 0.03299782805303306, 0.032520816132207836, 0.35, 0.0, 0.0, 4.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.03299782805303306,,,0.27983076780162486,0.3532582202685374,0.35,0,8114,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8114,c36fea1af242c2baef64,False
,,,,,,0.010877244533496158,0.21740182987301196,0.21425249331930524,0,"{'bias': 0.01303280666894667, 'intensity': 0.16947661941991635}",ffdacf5f4e952a2c,d4c195d049272d4e8d78,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,0.003149336553706722,0.012503612733579195,0.012503612733579195,,0.003149336553706722,performative_control,performative_control,,,,E2C,"[0.012503612733579195, 0.016750987687399882, 0.010877244533496158, 0.35, 0.0, 0.0, 0.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.016750987687399882,,,0.3657516757139371,0.3532480629803579,0.35,0,8115,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8115,2016e6fd8920afd54bd9,False
,,,,,,0.005470206681240064,0.2180016890604964,0.21425249331930524,4,"{'bias': 0.009327145850892435, 'intensity': 0.18335261585247078}",11d49c86c4fd7e76,99df333a0f08773ebb7e,0.0,a9777782141501e5f0ee3f0d2b098b57dde85054e6cf3fee0955cfb3c0a7e6e6,0.0037491957411911747,0.028282877152330632,0.028282877152330632,,0.0037491957411911747,performative_control,performative_control,,,,E2C,"[0.028282877152330632, 0.009911391566175681, 0.005470206681240064, 0.35, 0.0, 0.0, 4.0]",32.0,False,,"{'bias': 0.0, 'intensity': 0.18}",d84f9b315ec8ed18,,local_random,local_random:0,0.0,True,,,0.009911391566175681,,,0.3815309401326885,0.3532480629803579,0.35,0,8115,False,c5c9496004effefee02324e399621e6bd8970430,,,performative_control|r=0.35|op=local_random|shift=0.0|seed=8115,c244e98d55bdd3c903aa,False
